scheduled,home.alias,scoring.home_points,away.alias,scoring.away_points,WIN
2008-12-28 18:02:51,PIT,31.0,CLE,0.0,PIT
2008-12-28 21:16:50,BAL,27.0,JAC,7.0,BAL
2008-12-28 18:03:32,NO,31.0,CAR,33.0,CAR
2008-12-28 21:16:50,NYJ,17.0,MIA,24.0,MIA
2009-09-13 17:03:41,BAL,38.0,KC,24.0,BAL
2009-09-13 17:03:27,CLE,20.0,MIN,34.0,MIN
2009-09-13 17:02:33,IND,14.0,JAC,12.0,IND
2009-09-15 02:20:57,OAK,20.0,SD,24.0,SD
2009-09-14 00:31:29,GB,21.0,CHI,15.0,GB
2009-09-11 00:41:23,PIT,13.0,TEN,10.0,PIT
2009-09-13 17:03:17,TB,21.0,DAL,34.0,DAL
2009-09-13 17:03:10,CAR,10.0,PHI,38.0,PHI
2009-09-13 17:02:54,HOU,7.0,NYJ,24.0,NYJ
2009-09-13 17:03:33,NO,45.0,DET,27.0,NO
2009-09-14 23:11:25,NE,25.0,BUF,24.0,NE
2009-09-13 20:15:53,NYG,23.0,WAS,17.0,NYG
2009-09-13 20:16:45,SEA,28.0,STL,0.0,SEA
2009-09-13 20:15:49,ARI,16.0,SF,20.0,SF
2009-09-13 17:02:42,CIN,7.0,DEN,12.0,DEN
2009-09-13 17:02:33,ATL,19.0,MIA,7.0,ATL
2009-09-20 17:02:43,NYJ,16.0,NE,9.0,NYJ
2009-09-20 17:03:12,TEN,31.0,HOU,34.0,HOU
2009-09-20 20:05:08,SF,23.0,SEA,10.0,SF
2009-09-20 20:15:41,CHI,17.0,PIT,14.0,CHI
2009-09-20 20:15:50,SD,26.0,BAL,31.0,BAL
2009-09-20 17:02:56,ATL,28.0,CAR,20.0,ATL
2009-09-21 00:31:12,DAL,31.0,NYG,33.0,NYG
2009-09-20 17:02:33,GB,24.0,CIN,31.0,CIN
2009-09-20 20:06:00,BUF,33.0,TB,20.0,BUF
2009-09-20 17:02:42,WAS,9.0,STL,7.0,WAS
2009-09-20 17:04:09,PHI,22.0,NO,48.0,NO
2009-09-20 17:02:36,KC,10.0,OAK,13.0,OAK
2009-09-20 17:03:06,DET,13.0,MIN,27.0,MIN
2009-09-20 20:15:36,DEN,27.0,CLE,6.0,DEN
2009-09-22 00:42:02,MIA,23.0,IND,27.0,IND
2009-09-20 17:03:38,JAC,17.0,ARI,31.0,ARI
2009-09-27 17:02:39,PHI,34.0,KC,14.0,PHI
2009-09-27 17:03:02,MIN,27.0,SF,24.0,MIN
2009-09-28 00:31:21,ARI,10.0,IND,31.0,IND
2009-09-27 20:15:37,SD,23.0,MIA,13.0,SD
2009-09-27 17:03:00,NYJ,24.0,TEN,17.0,NYJ
2009-09-27 20:15:55,CIN,23.0,PIT,20.0,CIN
2009-09-28 04:13:02,BAL,34.0,CLE,3.0,BAL
2009-09-27 17:02:37,DET,19.0,WAS,14.0,DET
2009-09-27 20:15:37,OAK,3.0,DEN,23.0,DEN
2009-09-27 20:05:30,SEA,19.0,CHI,25.0,CHI
2009-09-27 17:02:57,NE,26.0,ATL,10.0,NE
2009-09-27 20:05:30,BUF,7.0,NO,27.0,NO
2009-09-27 17:02:47,STL,17.0,GB,36.0,GB
2009-09-27 17:02:57,HOU,24.0,JAC,31.0,JAC
2009-09-29 00:41:21,DAL,21.0,CAR,7.0,DAL
2009-09-27 17:02:51,TB,0.0,NYG,24.0,NYG
2009-10-04 17:02:59,CLE,20.0,CIN,23.0,CIN
2009-10-04 17:02:37,JAC,37.0,TEN,17.0,JAC
2009-10-04 20:05:27,NO,24.0,NYJ,10.0,NO
2009-10-04 17:03:23,IND,34.0,SEA,17.0,IND
2009-10-04 17:03:12,WAS,16.0,TB,13.0,WAS
2009-10-04 17:02:50,NE,27.0,BAL,21.0,NE
2009-10-04 20:05:48,MIA,38.0,BUF,10.0,MIA
2009-10-04 17:02:34,CHI,48.0,DET,24.0,CHI
2009-10-04 20:15:53,DEN,17.0,DAL,10.0,DEN
2009-10-06 00:41:13,MIN,30.0,GB,23.0,MIN
2009-10-04 20:15:55,SF,35.0,STL,0.0,SF
2009-10-04 17:02:55,KC,16.0,NYG,27.0,NYG
2009-10-05 00:31:11,PIT,38.0,SD,28.0,PIT
2009-10-04 17:02:33,HOU,29.0,OAK,6.0,HOU
2009-10-11 17:02:59,CAR,20.0,WAS,17.0,CAR
2009-10-11 17:03:44,BAL,14.0,CIN,17.0,CIN
2009-10-11 17:02:53,BUF,3.0,CLE,6.0,CLE
2009-10-11 17:02:52,PHI,33.0,TB,14.0,PHI
2009-10-11 17:03:37,KC,20.0,DAL,26.0,DAL
2009-10-11 20:16:03,DEN,20.0,NE,17.0,DEN
2009-10-11 20:15:34,ARI,28.0,HOU,21.0,ARI
2009-10-12 00:31:30,TEN,9.0,IND,31.0,IND
2009-10-11 17:02:43,DET,20.0,PIT,28.0,PIT
2009-10-11 20:15:46,SEA,41.0,JAC,0.0,SEA
2009-10-11 17:02:30,NYG,44.0,OAK,7.0,NYG
2009-10-13 00:38:34,MIA,31.0,NYJ,27.0,MIA
2009-10-11 17:02:34,STL,10.0,MIN,38.0,MIN
2009-10-11 20:05:21,SF,10.0,ATL,45.0,ATL
2009-10-20 00:40:56,SD,23.0,DEN,34.0,DEN
2009-10-18 17:03:46,JAC,23.0,STL,20.0,JAC
2009-10-18 20:05:23,OAK,13.0,PHI,9.0,OAK
2009-10-18 20:05:26,SEA,3.0,ARI,27.0,ARI
2009-10-18 17:03:15,NO,48.0,NYG,27.0,NO
2009-10-18 20:15:40,NYJ,13.0,BUF,16.0,BUF
2009-10-18 17:03:21,GB,26.0,DET,0.0,GB
2009-10-18 17:02:47,PIT,27.0,CLE,14.0,PIT
2009-10-18 17:02:36,CIN,17.0,HOU,28.0,HOU
2009-10-18 17:02:54,TB,21.0,CAR,28.0,CAR
2009-10-18 17:02:38,MIN,33.0,BAL,31.0,MIN
2009-10-18 20:15:50,NE,59.0,TEN,0.0,NE
2009-10-18 17:02:24,WAS,6.0,KC,14.0,KC
2009-10-19 00:31:26,ATL,21.0,CHI,14.0,ATL
2009-10-25 17:06:11,KC,7.0,SD,37.0,SD
2009-10-25 17:02:50,CLE,3.0,GB,31.0,GB
2009-10-27 01:41:00,WAS,17.0,PHI,27.0,PHI
2009-10-25 17:06:32,TB,7.0,NE,35.0,NE
2009-10-25 20:06:21,CAR,9.0,BUF,20.0,BUF
2009-10-26 00:30:51,NYG,17.0,ARI,24.0,ARI
2009-10-25 17:03:08,PIT,27.0,MIN,17.0,PIT
2009-10-25 20:15:25,MIA,34.0,NO,46.0,NO
2009-10-25 20:16:12,CIN,45.0,CHI,10.0,CIN
2009-10-25 20:05:34,OAK,0.0,NYJ,38.0,NYJ
2009-10-25 20:15:47,DAL,37.0,ATL,21.0,DAL
2009-10-25 17:04:41,HOU,24.0,SF,21.0,HOU
2009-10-25 18:06:14,STL,6.0,IND,42.0,IND
2009-11-01 21:15:52,ARI,21.0,CAR,34.0,CAR
2009-11-01 18:02:55,IND,18.0,SF,14.0,IND
2009-11-01 18:03:23,BAL,30.0,DEN,7.0,BAL
2009-11-01 21:15:51,GB,26.0,MIN,38.0,MIN
2009-11-01 21:05:56,TEN,30.0,JAC,13.0,TEN
2009-11-01 18:02:32,CHI,30.0,CLE,6.0,CHI
2009-11-01 18:02:49,NYJ,25.0,MIA,30.0,MIA
2009-11-01 18:02:32,BUF,10.0,HOU,31.0,HOU
2009-11-03 01:40:47,NO,35.0,ATL,27.0,NO
2009-11-01 18:03:08,PHI,40.0,NYG,17.0,PHI
2009-11-01 18:03:34,DAL,38.0,SEA,17.0,DAL
2009-11-01 18:03:08,DET,10.0,STL,17.0,STL
2009-11-01 21:05:44,SD,24.0,OAK,16.0,SD
2009-11-08 21:05:19,NO,30.0,CAR,20.0,NO
2009-11-08 18:04:55,ATL,31.0,WAS,17.0,ATL
2009-11-08 21:14:22,SF,27.0,TEN,34.0,TEN
2009-11-08 21:15:49,NYG,20.0,SD,21.0,SD
2009-11-09 01:31:08,PHI,16.0,DAL,20.0,DAL
2009-11-08 18:02:45,CIN,17.0,BAL,7.0,CIN
2009-11-08 18:03:10,CHI,21.0,ARI,41.0,ARI
2009-11-10 01:41:07,DEN,10.0,PIT,28.0,PIT
2009-11-08 18:04:03,JAC,24.0,KC,21.0,JAC
2009-11-08 18:02:31,NE,27.0,MIA,17.0,NE
2009-11-08 18:03:00,TB,38.0,GB,28.0,TB
2009-11-08 18:02:30,IND,20.0,HOU,17.0,IND
2009-11-08 21:05:56,SEA,32.0,DET,20.0,SEA
2009-11-15 21:15:47,ARI,31.0,SEA,20.0,ARI
2009-11-15 18:02:59,MIN,27.0,DET,10.0,MIN
2009-11-15 18:02:46,TEN,41.0,BUF,17.0,TEN
2009-11-15 18:03:39,STL,23.0,NO,28.0,NO
2009-11-15 18:02:48,PIT,12.0,CIN,18.0,CIN
2009-11-15 18:02:46,NYJ,22.0,JAC,24.0,JAC
2009-11-17 01:40:48,CLE,0.0,BAL,16.0,BAL
2009-11-16 01:31:07,IND,35.0,NE,34.0,IND
2009-11-13 01:20:45,SF,10.0,CHI,6.0,SF
2009-11-15 21:15:37,SD,31.0,PHI,23.0,SD
2009-11-15 18:03:16,MIA,25.0,TB,23.0,MIA
2009-11-15 18:04:26,CAR,28.0,ATL,19.0,CAR
2009-11-15 21:06:10,OAK,10.0,KC,16.0,KC
2009-11-15 18:02:39,WAS,27.0,DEN,17.0,WAS
2009-11-15 21:15:34,GB,17.0,DAL,7.0,GB
2009-11-22 18:03:27,GB,30.0,SF,24.0,GB
2009-11-22 21:15:54,NE,31.0,NYJ,14.0,NE
2009-11-22 21:15:29,OAK,20.0,CIN,17.0,OAK
2009-11-22 21:15:29,DEN,3.0,SD,32.0,SD
2009-11-24 01:40:45,HOU,17.0,TEN,20.0,TEN
2009-11-20 01:21:30,CAR,17.0,MIA,24.0,MIA
2009-11-22 18:02:32,MIN,35.0,SEA,9.0,MIN
2009-11-22 18:02:58,JAC,18.0,BUF,15.0,JAC
2009-11-22 18:03:35,BAL,15.0,IND,17.0,IND
2009-11-23 01:30:42,CHI,20.0,PHI,24.0,PHI
2009-11-22 21:05:20,STL,13.0,ARI,21.0,ARI
2009-11-22 18:02:41,KC,27.0,PIT,24.0,KC
2009-11-22 18:02:35,DET,38.0,CLE,37.0,DET
2009-11-22 18:03:28,NYG,34.0,ATL,31.0,NYG
2009-11-22 18:03:03,DAL,7.0,WAS,6.0,DAL
2009-11-22 18:02:54,TB,7.0,NO,38.0,NO
2009-11-29 21:15:45,TEN,20.0,ARI,17.0,TEN
2009-11-27 01:21:18,DEN,26.0,NYG,6.0,DEN
2009-11-29 18:02:15,NYJ,17.0,CAR,6.0,NYJ
2009-11-29 18:03:23,PHI,27.0,WAS,24.0,PHI
2009-11-26 21:15:47,DAL,24.0,OAK,7.0,DAL
2009-11-29 21:15:24,MIN,36.0,CHI,10.0,MIN
2009-11-29 18:03:05,STL,17.0,SEA,27.0,SEA
2009-11-29 21:05:37,SF,20.0,JAC,3.0,SF
2009-11-29 21:05:36,SD,43.0,KC,14.0,SD
2009-11-30 01:31:52,BAL,20.0,PIT,17.0,BAL
2009-11-29 18:03:20,ATL,20.0,TB,17.0,ATL
2009-12-01 01:40:53,NO,38.0,NE,17.0,NO
2009-11-26 17:35:33,DET,12.0,GB,34.0,GB
2009-11-29 18:02:40,CIN,16.0,CLE,7.0,CIN
2009-11-29 18:02:14,HOU,27.0,IND,35.0,IND
2009-11-29 18:02:39,BUF,31.0,MIA,14.0,BUF
2009-12-06 18:02:35,CHI,17.0,STL,9.0,CHI
2009-12-06 18:03:22,WAS,30.0,NO,33.0,NO
2009-12-08 01:41:37,GB,27.0,BAL,14.0,GB
2009-12-06 18:03:14,ATL,7.0,PHI,34.0,PHI
2009-12-06 21:15:34,SEA,20.0,SF,17.0,SEA
2009-12-06 18:02:43,KC,13.0,DEN,44.0,DEN
2009-12-04 01:21:15,BUF,13.0,NYJ,19.0,NYJ
2009-12-06 21:05:53,CLE,23.0,SD,30.0,SD
2009-12-06 18:02:54,IND,27.0,TEN,17.0,IND
2009-12-06 18:02:44,MIA,22.0,NE,21.0,MIA
2009-12-06 21:15:50,NYG,31.0,DAL,24.0,NYG
2009-12-06 18:02:54,CIN,23.0,DET,13.0,CIN
2009-12-07 01:30:55,ARI,30.0,MIN,17.0,ARI
2009-12-06 18:02:28,PIT,24.0,OAK,27.0,OAK
2009-12-06 18:05:53,CAR,16.0,TB,6.0,CAR
2009-12-06 18:03:01,JAC,23.0,HOU,18.0,JAC
2009-12-13 18:02:38,ATL,23.0,NO,26.0,NO
2009-12-15 01:40:55,SF,24.0,ARI,9.0,SF
2009-12-13 18:03:01,NE,20.0,CAR,10.0,NE
2009-12-13 18:02:46,CHI,14.0,GB,21.0,GB
2009-12-13 18:02:48,HOU,34.0,SEA,7.0,HOU
2009-12-13 18:02:35,KC,10.0,BUF,16.0,BUF
2009-12-13 18:03:17,BAL,48.0,DET,3.0,BAL
2009-12-13 18:02:37,JAC,10.0,MIA,14.0,MIA
2009-12-13 21:15:54,DAL,17.0,SD,20.0,SD
2009-12-11 01:21:06,CLE,13.0,PIT,6.0,CLE
2009-12-13 18:02:48,IND,28.0,DEN,16.0,IND
2009-12-13 21:05:32,OAK,13.0,WAS,34.0,WAS
2009-12-14 01:31:00,NYG,38.0,PHI,45.0,PHI
2009-12-13 18:02:50,TB,3.0,NYJ,26.0,NYJ
2009-12-13 18:02:31,MIN,30.0,CIN,10.0,MIN
2009-12-13 21:05:24,TEN,47.0,STL,7.0,TEN
2009-12-20 21:05:56,SD,27.0,CIN,24.0,SD
2009-12-20 21:16:28,BAL,31.0,CHI,7.0,BAL
2009-12-18 01:21:53,JAC,31.0,IND,35.0,IND
2009-12-20 18:02:37,BUF,10.0,NE,17.0,NE
2009-12-20 21:15:56,PIT,37.0,GB,36.0,PIT
2009-12-20 18:02:45,KC,34.0,CLE,41.0,CLE
2009-12-20 18:03:44,NYJ,7.0,ATL,10.0,ATL
2009-12-21 01:31:41,CAR,26.0,MIN,7.0,CAR
2009-12-20 18:02:41,TEN,27.0,MIA,24.0,TEN
2009-12-20 21:15:38,PHI,27.0,SF,13.0,PHI
2009-12-20 21:05:48,DEN,19.0,OAK,20.0,OAK
2009-12-20 18:02:39,STL,13.0,HOU,16.0,HOU
2009-12-20 18:02:54,DET,24.0,ARI,31.0,ARI
2009-12-20 21:15:40,SEA,7.0,TB,24.0,TB
2009-12-20 01:22:06,NO,17.0,DAL,24.0,DAL
2009-12-22 01:40:24,WAS,12.0,NYG,45.0,NYG
2009-12-27 21:15:50,PHI,30.0,DEN,27.0,PHI
2009-12-27 18:02:00,CLE,23.0,OAK,9.0,CLE
2009-12-29 01:40:42,CHI,36.0,MIN,30.0,CHI
2009-12-27 18:02:21,MIA,20.0,HOU,27.0,HOU
2009-12-27 18:02:33,NYG,9.0,CAR,41.0,CAR
2009-12-27 18:03:02,NO,17.0,TB,20.0,TB
2009-12-28 01:34:16,WAS,0.0,DAL,17.0,DAL
2009-12-27 18:02:14,ATL,31.0,BUF,3.0,ATL
2009-12-27 18:02:18,NE,35.0,JAC,7.0,NE
2009-12-27 21:04:58,ARI,31.0,STL,10.0,ARI
2009-12-27 18:03:53,CIN,17.0,KC,10.0,CIN
2009-12-27 18:02:54,GB,48.0,SEA,10.0,GB
2009-12-27 21:15:35,IND,15.0,NYJ,29.0,NYJ
2009-12-27 18:02:19,PIT,23.0,BAL,20.0,PIT
2009-12-27 21:04:50,SF,20.0,DET,6.0,SF
2009-12-26 00:34:21,TEN,17.0,SD,42.0,SD
2010-01-03 18:02:27,BUF,30.0,IND,7.0,BUF
2010-01-03 21:15:54,DAL,24.0,PHI,0.0,DAL
2010-01-03 21:15:58,OAK,13.0,BAL,21.0,BAL
2010-01-03 18:03:01,DET,23.0,CHI,37.0,CHI
2010-01-03 18:02:38,HOU,34.0,NE,27.0,HOU
2010-01-04 01:31:25,NYJ,37.0,CIN,0.0,NYJ
2010-01-03 21:15:51,DEN,24.0,KC,44.0,KC
2010-01-03 21:16:02,SD,23.0,WAS,20.0,SD
2010-01-03 21:15:38,ARI,7.0,GB,33.0,GB
2010-01-03 18:02:34,MIA,24.0,PIT,30.0,PIT
2010-01-03 18:03:05,MIN,44.0,NYG,7.0,MIN
2010-01-03 18:03:26,STL,6.0,SF,28.0,SF
2010-01-03 18:02:46,CAR,23.0,NO,10.0,CAR
2010-01-03 18:02:56,CLE,23.0,JAC,17.0,CLE
2010-01-03 18:03:29,TB,10.0,ATL,20.0,ATL
2010-01-03 21:16:17,SEA,13.0,TEN,17.0,TEN
2010-09-12 20:16:15,SEA,31.0,SF,6.0,SEA
2010-09-14 02:20:47,KC,21.0,SD,14.0,KC
2010-09-12 20:15:48,STL,13.0,ARI,17.0,ARI
2010-09-13 23:26:37,NYJ,9.0,BAL,10.0,BAL
2010-09-12 17:03:09,PIT,15.0,ATL,9.0,PIT
2010-09-12 17:02:46,TB,17.0,CLE,14.0,TB
2010-09-12 17:02:33,BUF,10.0,MIA,15.0,MIA
2010-09-12 17:03:09,JAC,24.0,DEN,17.0,JAC
2010-09-12 17:02:50,HOU,34.0,IND,24.0,HOU
2010-09-12 17:02:41,NE,38.0,CIN,24.0,NE
2010-09-13 00:30:59,WAS,13.0,DAL,7.0,WAS
2010-09-12 17:02:43,CHI,19.0,DET,14.0,CHI
2010-09-10 00:41:42,NO,14.0,MIN,9.0,NO
2010-09-12 17:02:56,TEN,38.0,OAK,13.0,TEN
2010-09-12 17:04:02,NYG,31.0,CAR,18.0,NYG
2010-09-12 20:15:46,PHI,20.0,GB,27.0,GB
2010-09-19 17:02:50,DET,32.0,PHI,35.0,PHI
2010-09-19 20:05:48,OAK,16.0,STL,14.0,OAK
2010-09-19 20:15:36,WAS,27.0,HOU,30.0,HOU
2010-09-19 17:04:08,CAR,7.0,TB,20.0,TB
2010-09-19 17:02:29,TEN,11.0,PIT,19.0,PIT
2010-09-19 20:15:48,NYJ,28.0,NE,14.0,NYJ
2010-09-19 17:02:43,CLE,14.0,KC,16.0,KC
2010-09-20 00:31:08,IND,38.0,NYG,14.0,IND
2010-09-21 00:40:57,SF,22.0,NO,25.0,NO
2010-09-19 17:04:02,ATL,41.0,ARI,7.0,ATL
2010-09-19 20:06:00,DEN,31.0,SEA,14.0,DEN
2010-09-19 17:03:15,DAL,20.0,CHI,27.0,CHI
2010-09-19 20:15:29,SD,38.0,JAC,13.0,SD
2010-09-19 17:02:19,MIN,10.0,MIA,14.0,MIA
2010-09-19 17:02:53,CIN,15.0,BAL,10.0,CIN
2010-09-19 17:02:47,GB,34.0,BUF,7.0,GB
2010-09-26 17:03:54,KC,31.0,SF,10.0,KC
2010-09-26 17:03:15,TB,13.0,PIT,38.0,PIT
2010-09-26 17:03:03,NO,24.0,ATL,27.0,ATL
2010-09-26 17:03:14,NE,38.0,BUF,30.0,NE
2010-09-26 20:05:33,JAC,3.0,PHI,28.0,PHI
2010-09-26 20:15:43,SEA,27.0,SD,20.0,SEA
2010-09-26 17:03:33,BAL,24.0,CLE,17.0,BAL
2010-09-26 20:15:49,ARI,24.0,OAK,23.0,ARI
2010-09-26 17:02:29,NYG,10.0,TEN,29.0,TEN
2010-09-28 00:40:48,CHI,20.0,GB,17.0,CHI
2010-09-26 20:06:09,STL,30.0,WAS,16.0,STL
2010-09-26 20:16:09,DEN,13.0,IND,27.0,IND
2010-09-26 17:03:23,CAR,7.0,CIN,20.0,CIN
2010-09-26 17:02:45,MIN,24.0,DET,10.0,MIN
2010-09-26 17:03:12,HOU,13.0,DAL,27.0,DAL
2010-09-27 00:30:53,MIA,23.0,NYJ,31.0,NYJ
2010-10-03 17:02:30,CLE,23.0,CIN,20.0,CLE
2010-10-03 17:03:00,ATL,16.0,SF,14.0,ATL
2010-10-05 00:41:44,MIA,14.0,NE,41.0,NE
2010-10-03 17:02:50,STL,20.0,SEA,3.0,STL
2010-10-03 20:16:00,SD,41.0,ARI,10.0,SD
2010-10-03 17:02:29,TEN,20.0,DEN,26.0,DEN
2010-10-03 17:02:28,BUF,14.0,NYJ,38.0,NYJ
2010-10-03 17:03:13,NO,16.0,CAR,14.0,NO
2010-10-03 17:03:28,GB,28.0,DET,26.0,GB
2010-10-04 00:31:12,NYG,17.0,CHI,3.0,NYG
2010-10-03 20:05:15,OAK,24.0,HOU,31.0,HOU
2010-10-03 20:15:32,PHI,12.0,WAS,17.0,WAS
2010-10-03 20:05:40,JAC,31.0,IND,28.0,JAC
2010-10-03 17:03:29,PIT,14.0,BAL,17.0,BAL
2010-10-10 17:03:08,CIN,21.0,TB,24.0,TB
2010-10-10 20:17:01,OAK,35.0,SD,27.0,OAK
2010-10-10 17:02:25,BUF,26.0,JAC,36.0,JAC
2010-10-10 17:03:46,IND,19.0,KC,9.0,IND
2010-10-10 20:05:27,ARI,30.0,NO,20.0,ARI
2010-10-10 17:02:55,WAS,16.0,GB,13.0,WAS
2010-10-10 17:02:39,DET,44.0,STL,6.0,DET
2010-10-10 20:16:31,DAL,27.0,TEN,34.0,TEN
2010-10-10 17:03:18,CLE,10.0,ATL,20.0,ATL
2010-10-12 01:15:41,NYJ,29.0,MIN,20.0,NYJ
2010-10-10 17:03:05,HOU,10.0,NYG,34.0,NYG
2010-10-10 17:03:59,BAL,31.0,DEN,17.0,BAL
2010-10-10 17:04:36,CAR,6.0,CHI,23.0,CHI
2010-10-11 00:30:42,SF,24.0,PHI,27.0,PHI
2010-10-17 17:02:18,CHI,20.0,SEA,23.0,SEA
2010-10-19 00:40:51,JAC,3.0,TEN,30.0,TEN
2010-10-17 20:15:37,MIN,24.0,DAL,21.0,MIN
2010-10-17 20:05:00,SF,17.0,OAK,9.0,SF
2010-10-17 17:02:50,TB,6.0,NO,31.0,NO
2010-10-17 17:02:47,PIT,28.0,CLE,10.0,PIT
2010-10-17 17:02:41,NE,23.0,BAL,20.0,NE
2010-10-17 20:05:30,DEN,20.0,NYJ,24.0,NYJ
2010-10-17 17:02:23,GB,20.0,MIA,23.0,MIA
2010-10-17 17:02:55,STL,20.0,SD,17.0,STL
2010-10-17 17:03:31,HOU,35.0,KC,31.0,HOU
2010-10-17 17:03:19,NYG,28.0,DET,20.0,NYG
2010-10-17 17:02:29,PHI,31.0,ATL,17.0,PHI
2010-10-18 00:31:09,WAS,24.0,IND,27.0,IND
2010-10-24 17:04:08,CAR,23.0,SF,20.0,CAR
2010-10-24 17:02:57,TEN,37.0,PHI,19.0,TEN
2010-10-24 17:02:23,NO,17.0,CLE,30.0,CLE
2010-10-24 17:04:24,BAL,37.0,BUF,34.0,BAL
2010-10-24 17:02:56,TB,18.0,STL,17.0,TB
2010-10-24 20:42:29,SD,20.0,NE,23.0,NE
2010-10-24 20:15:39,DEN,14.0,OAK,59.0,OAK
2010-10-24 20:05:31,SEA,22.0,ARI,10.0,SEA
2010-10-25 00:30:48,GB,28.0,MIN,24.0,GB
2010-10-24 17:02:38,MIA,22.0,PIT,23.0,PIT
2010-10-24 17:02:33,KC,42.0,JAC,20.0,KC
2010-10-26 00:41:30,DAL,35.0,NYG,41.0,NYG
2010-10-24 17:02:44,ATL,39.0,CIN,32.0,ATL
2010-10-24 17:04:06,CHI,14.0,WAS,17.0,WAS
2010-10-31 20:15:38,OAK,33.0,SEA,3.0,OAK
2010-10-31 20:15:27,NE,28.0,MIN,18.0,NE
2010-10-31 17:03:33,NYJ,0.0,GB,9.0,GB
2010-10-31 17:02:41,DET,37.0,WAS,25.0,DET
2010-10-31 17:06:24,DAL,17.0,JAC,35.0,JAC
2010-10-31 17:03:01,STL,20.0,CAR,10.0,STL
2010-11-02 00:41:20,IND,30.0,HOU,17.0,IND
2010-10-31 17:07:01,SF,24.0,DEN,16.0,SF
2010-10-31 20:15:47,ARI,35.0,TB,38.0,TB
2010-11-01 00:30:52,NO,20.0,PIT,10.0,NO
2010-10-31 20:05:41,SD,33.0,TEN,25.0,SD
2010-10-31 17:07:35,KC,13.0,BUF,10.0,KC
2010-10-31 17:06:22,CIN,14.0,MIA,22.0,MIA
2010-11-07 18:02:37,CLE,34.0,NE,14.0,CLE
2010-11-07 18:03:05,BUF,19.0,CHI,22.0,CHI
2010-11-07 21:16:40,PHI,26.0,IND,24.0,PHI
2010-11-07 21:15:52,OAK,23.0,KC,20.0,OAK
2010-11-08 01:30:48,GB,45.0,DAL,7.0,GB
2010-11-07 18:05:08,CAR,3.0,NO,34.0,NO
2010-11-07 18:02:28,HOU,23.0,SD,29.0,SD
2010-11-09 01:40:59,CIN,21.0,PIT,27.0,PIT
2010-11-07 18:02:35,ATL,27.0,TB,21.0,ATL
2010-11-07 18:03:20,DET,20.0,NYJ,23.0,NYJ
2010-11-07 18:02:46,MIN,27.0,ARI,24.0,MIN
2010-11-07 21:05:21,SEA,7.0,NYG,41.0,NYG
2010-11-07 18:03:49,BAL,26.0,MIA,10.0,BAL
2010-11-14 21:15:28,ARI,18.0,SEA,36.0,SEA
2010-11-14 18:03:00,BUF,14.0,DET,12.0,BUF
2010-11-12 01:31:07,ATL,26.0,BAL,21.0,ATL
2010-11-16 01:40:47,WAS,28.0,PHI,59.0,PHI
2010-11-14 18:02:46,TB,31.0,CAR,16.0,TB
2010-11-14 21:15:41,NYG,20.0,DAL,33.0,DAL
2010-11-14 21:05:42,DEN,49.0,KC,29.0,DEN
2010-11-14 18:03:54,JAC,31.0,HOU,24.0,JAC
2010-11-14 18:02:30,MIA,29.0,TEN,17.0,MIA
2010-11-14 18:02:54,IND,23.0,CIN,17.0,IND
2010-11-14 18:02:55,CHI,27.0,MIN,13.0,CHI
2010-11-14 18:02:44,CLE,20.0,NYJ,26.0,NYJ
2010-11-14 21:15:01,SF,23.0,STL,20.0,SF
2010-11-15 01:32:25,PIT,26.0,NE,39.0,NE
2010-11-21 18:04:22,KC,31.0,ARI,13.0,KC
2010-11-21 21:05:21,SF,0.0,TB,21.0,TB
2010-11-21 18:02:49,CIN,31.0,BUF,49.0,BUF
2010-11-21 21:05:00,NO,34.0,SEA,19.0,NO
2010-11-22 01:31:04,PHI,27.0,NYG,17.0,PHI
2010-11-21 18:03:14,CAR,13.0,BAL,37.0,BAL
2010-11-21 18:02:24,MIN,3.0,GB,31.0,GB
2010-11-21 18:02:39,JAC,24.0,CLE,20.0,JAC
2010-11-21 18:03:56,TEN,16.0,WAS,19.0,WAS
2010-11-21 21:16:09,NE,31.0,IND,28.0,NE
2010-11-21 21:05:47,STL,17.0,ATL,34.0,ATL
2010-11-21 18:02:45,PIT,35.0,OAK,3.0,PIT
2010-11-19 01:29:44,MIA,0.0,CHI,16.0,CHI
2010-11-23 01:40:31,SD,35.0,DEN,14.0,SD
2010-11-21 18:02:44,DAL,35.0,DET,19.0,DAL
2010-11-21 18:03:08,NYJ,30.0,HOU,27.0,NYJ
2010-11-28 21:15:43,CHI,31.0,PHI,26.0,CHI
2010-11-29 01:30:52,IND,14.0,SD,36.0,SD
2010-11-26 01:30:28,NYJ,26.0,CIN,10.0,NYJ
2010-11-28 21:16:46,BAL,17.0,TB,10.0,BAL
2010-11-25 17:38:19,DET,24.0,NE,45.0,NE
2010-11-28 18:02:39,HOU,20.0,TEN,0.0,HOU
2010-11-28 18:03:21,CLE,24.0,CAR,23.0,CLE
2010-11-28 21:15:58,DEN,33.0,STL,36.0,STL
2010-11-28 18:02:30,NYG,24.0,JAC,20.0,NYG
2010-11-28 18:02:38,WAS,13.0,MIN,17.0,MIN
2010-11-28 18:02:38,BUF,16.0,PIT,19.0,PIT
2010-11-30 01:40:53,ARI,6.0,SF,27.0,SF
2010-11-25 21:36:16,DAL,27.0,NO,30.0,NO
2010-11-28 21:05:25,OAK,17.0,MIA,33.0,MIA
